year,crop,latitude,longitude,farm_name,producer_id,field_name,texture,field_id,sample_id,depth_in,som_percent,soc_percent,net_mb_tnb,net_mb_npoc,co2_72hr_mg_c_kg_soil_day,plfa_total_biomass_ngpg,plfa_diversity_index,plfa_bacteria_ngpg,plfa_fungi_ngpg,plfa_arb_myc_ngpg,bg_nmol_activity_gdrysoil_hr,cb_nmol_activity_gdrysoil_hr,phos_nmol_activity_gdrysoil_hr,lap_nmol_activity_gdrysoil_hr,nag_nmol_activity_gdrysoil_hr,herbivores_total_perc,fungivores_total_perc,bacterivores_total_perc,ph,cec_me_per_100g,total_n_percent,c_n_ratio,no3_lb_ac,p_ppm,k_ppm,ca_ppm,mg_ppm,s_ppm,b_ppm,fe_ppm,mn_ppm,cu_ppm,zn_ppm,na_ppm,sand_percent,silt_percent,clay_percent,bulk_density_g_cm3,ag_stability_mwd,field_capacity_g_g_h2o,wilting_point_g_g_h2o,total_available_water_g_g_h2o
2023,tomatoes,39.031814,-121.816182,Parks Farming Organic,Park,Field 31,clay loam,19,292,6-12 in ,2.6,1.07,31.44268971,245.4803954,18.66017486,1077.89,1.194,244.3,22.34,0,,,,,,20.8,46.8,32.5,7.9,18.7,0.11,9.727272727,7.812504054,127.1,137.5,2656,577.63,31.3,0.42,50.2,4.86,6.5,2.57,59.26,,,,1.4,0.79,0.34,0.14,0.2
2023,tomatoes,38.528226,-121.723945,Tremont Farms,Bottoms,Field 163,clay loam,3,301,0-6 in ,2.5,1.09,32.73460137,151.9105605,16.59264094,2737.68,1.43,661.22,349.68,60.39,234.2958739,45.43228537,41.30533888,125.8994155,115.1940498,,,,8.1,22.7,0.1,10.9,13.91493511,63.5,147.9,1765,1576.37,14.6,1.77,11.55,6.75,1.7,1.89,84.93,24.4,36.3,39.4,1.23,0.75,0.3,0.12,0.18
2023,tomatoes,38.528226,-121.723945,Tremont Farms,Bottoms,Field 163,clay loam,3,302,6-12 in ,2.4,0.98,29.95949011,161.8685118,19.75453924,1294.92,1.423,309.53,155.63,39.06,,,,,,12.5,20.8,66.7,8.1,24.6,0.1,9.8,30.37383814,51.4,147,1906,1703.2,15.2,1.59,12.11,8.53,1.67,1.78,111.46,,,,1.53,0.76,0.31,0.14,0.17
2023,tomatoes,38.528226,-121.723945,Tremont Farms,Bottoms,Field 163,clay loam,3,311,0-6 in ,2.3,0.94,25.84724137,107.701312,13.42861803,2169.89,1.406,513.63,283.71,31.28,126.610031,38.84549406,55.41777888,130.3929802,102.9245997,,,,8.2,20.2,0.08,11.75,5.081250589,46.7,111.2,1570,1396.48,15.2,1.87,11.2,8.93,1.51,1.46,89.46,28.3,36.3,35.4,1.24,0.62,0.28,0.11,0.17
2023,tomatoes,38.528226,-121.723945,Tremont Farms,Bottoms,Field 163,clay loam,3,312,6-12 in ,2.2,0.82,17.1359024,85.21020857,12.76190599,409.86,1.332,103.04,19.23,4.91,,,,,,18.5,49.5,30,8.1,22.2,0.08,10.25,33.87656498,32.8,123.2,1695,1547.51,14.4,2.13,12.53,8.79,1.71,1.28,111.79,,,,1.32,0.42,0.29,0.11,0.18
2023,tomatoes,38.528226,-121.723945,Tremont Farms,Bottoms,Field 163,clay loam,3,321,0-6 in ,2.3,0.95,14.81899037,108.8220794,17.68899362,1821.55,1.373,401.24,159.38,18.35,208.8842371,38.11485919,22.25579599,123.5464018,112.0006205,,,,8.2,22.3,0.09,10.55555556,19.44251008,38.1,150.5,1765,1514.31,17.4,2.17,11.62,7.46,1.74,1.46,109.56,26.1,40.1,33.9,1.22,0.41,0.28,0.12,0.16
2023,tomatoes,38.528226,-121.723945,Tremont Farms,Bottoms,Field 163,clay loam,3,322,6-12 in ,1.9,0.78,15.7697672,88.76004577,15.07324888,2022.86,1.482,459.6,287.47,76.22,,,,,,9.8,48.8,41.5,8,21.7,0.09,8.666666667,38.66390372,26.4,164.9,1596,1536.35,16.2,1.74,13.52,7.07,1.65,1.36,114.94,,,,1.38,1.13,0.3,0.11,0.19
2023,tomatoes,38.52789,-121.7243,Bullseye Farms,Beeman,RC1/2,clay,7,331,0-6 in ,2.7,1.19,39.26771154,340.2007795,27.92766941,1753.83,1.301,377.69,52.28,17.1,223.9799677,65.2133848,89.96518607,375.6533866,179.39638,,,,7.5,22.1,0.11,10.81818182,19.83144228,33.6,169.1,1792,1500.32,11.6,1.3,9.08,10,1.51,0.79,48.11,16.1,36.4,47.5,1.08,1.1,0.33,0.15,0.18
2023,tomatoes,38.52789,-121.7243,Bullseye Farms,Beeman,RC1/2,clay,7,332,6-12 in ,2.3,0.94,26.18081143,199.2623536,13.17603045,2982.22,1.304,792.31,211.3,76.51,,,,,,52.2,17.2,30.5,8.2,22.1,0.09,10.44444444,7.272208482,24.8,124.2,1686,1562.59,6.1,1.13,10.52,5.52,1.7,0.72,66.3,,,,1.28,1.27,0.32,0.14,0.18
2023,tomatoes,38.52789,-121.7243,Bullseye Farms,Beeman,RC1/2,clay,7,341,0-6 in ,2.9,1.48,46.9230574,428.9340223,39.0654831,696.37,1.104,169.86,10.65,0,352.3225406,108.3097452,120.1404379,455.9331361,298.160822,,,,7.6,22.1,0.13,11.38461538,22.75387171,63.4,230.1,1776,1495.44,23.5,1.22,9.52,13.1,1.56,1.16,43.27,,,,1.11,0.68,0.34,0.15,0.19
2023,tomatoes,38.52789,-121.7243,Bullseye Farms,Beeman,RC1/2,clay,7,342,6-12 in ,3.3,1.04,68.32161886,571.5865091,11.85566692,1265.94,1.185,221.91,15.96,7.01,,,,,,19,31.5,49.5,7.5,28.7,0.1,10.4,5.933087234,57.8,276.6,2760,1695.58,30.7,0.88,17.08,15.28,2.76,1.43,23.79,,,,1,1.95,0.36,0.15,0.21
2023,tomatoes,38.52789,-121.7243,Bullseye Farms,Beeman,RC1/2,clay,7,351,0-6 in ,3,1.34,57.1007926,518.0209043,32.69721721,2599.71,1.475,655.74,307.91,80.84,441.3713983,127.7968086,83.12750512,296.9648336,201.8503295,,,,7.7,23.3,0.11,12.18181818,17.20859339,38.3,179.7,1838,1604.59,10.8,1.27,9.71,13.35,1.46,1.79,53.49,20.1,36.3,43.7,1.15,1.13,0.33,0.16,0.17
2023,tomatoes,38.52789,-121.7243,Bullseye Farms,Beeman,RC1/2,clay,7,352,6-12 in ,2.2,1.05,35.95515283,283.8518915,15.38573754,956.14,1.105,231.85,9.78,0,,,,,,33.8,27.7,38.5,7.1,13.3,0.1,10.5,13.24616497,94.6,141.9,1736,465.7,20.9,0.63,170.17,6.73,7.51,2.23,75.12,,,,1.29,1.34,0.28,0.14,0.14
2023,tomatoes,38.5604,-121.9683,Button and Turkovich,Turkovich,Field 22,clay,20,391,0-6 in ,2.5,1.21,29.23332306,263.7676692,18.96828004,1490.64,1.171,304.25,19.85,0,287.8493463,52.7881033,300.1197802,140.6531353,130.9863577,,,,7.1,20.6,0.11,11,8.467282624,43.5,230.1,2753,728.8,22.3,1.66,18.52,10.87,2.1,1.2,28.62,20.2,28.6,51.2,1.12,0.81,0.3,0.14,0.16
2023,tomatoes,38.5604,-121.9683,Button and Turkovich,Turkovich,Field 22,clay,20,392,6-12 in ,2.5,0.94,32.30766963,259.7195055,11.76250799,2608.56,1.423,562.53,254.97,55.57,,,,,,23.8,59.2,16.5,7.5,22.2,0.1,9.4,18.9405209,37.5,209.3,2866,853.44,19.4,1.74,22.1,15.75,2.21,1.08,44.41,,,,1.34,3.05,0.29,0.12,0.17
2023,tomatoes,38.5604,-121.9683,Button and Turkovich,Turkovich,Field 22,clay,20,401,0-6 in ,2.4,1.05,31.0409902,266.665029,17.32165915,2619.69,1.438,525.21,148.15,52.68,298.6599938,52.82289253,182.6578417,169.7137879,138.4444522,,,,7.2,20.4,0.11,9.545454545,17.81033409,43.8,196.8,2832,674.17,27.1,1.28,13.65,9.85,1.62,0.92,28.85,24.2,28.7,47.1,1.19,0.99,0.28,0.13,0.15
2023,tomatoes,38.5604,-121.9683,Button and Turkovich,Turkovich,Field 22,clay,20,402,6-12 in ,2,0.84,16.98068314,201.5390203,16.05150785,1380.86,1.431,243.46,70,32.03,,,,,,42.5,44.5,13,7.5,18.6,0.09,9.333333333,20.1632327,22.3,137.9,2377,744.09,14.9,1.52,16.62,12.92,1.8,0.64,42.46,,,,1.38,1.01,0.28,0.13,0.15
2023,tomatoes,38.5604,-121.9683,Button and Turkovich,Turkovich,Field 22,clay,20,411,0-6 in ,2.5,1.06,16.3800192,231.2699822,18.95937268,2130.96,1.44,467.88,145.17,43.35,324.0073079,72.72898282,242.7171997,145.6565665,98.27520527,,,,7.2,19.5,0.11,9.636363636,17.2329643,50,194.8,2682,665.51,16.9,0.94,15.43,11.31,1.87,1.01,19.86,,,,1.15,0.99,0.28,0.12,0.16
2023,tomatoes,38.5604,-121.9683,Button and Turkovich,Turkovich,Field 22,clay,20,412,6-12 in ,2.2,0.84,26.29417489,194.6147356,15.76320316,1931.55,1.447,463.52,181.25,65.11,,,,,,12.5,16.7,70.8,7.4,19,0.09,9.333333333,6.155567591,27.7,177.4,2426,745.74,7.4,1.1,17.09,14.47,1.83,0.8,38.65,,,,1.43,1.43,0.28,0.12,0.16
2023,tomatoes,38.59289,-122.0151,Rominger Brothers Farms,Rominger,Field 21,clay,27,421,0-6 in ,2.8,1.28,50.87206894,379.6825303,29.04684296,2527.62,1.393,568.18,304.93,25.25,236.6876969,62.65107015,380.4691666,199.4867244,81.02974818,,,,6.7,17,0.14,9.142857143,22.65130599,134.5,219.8,1975,752.88,11.4,1.29,23.12,16.89,2.85,3.3,70.38,22.2,36.3,41.6,1.2,0.69,0.28,0.12,0.16
2023,tomatoes,38.59289,-122.0151,Rominger Brothers Farms,Rominger,Field 21,clay,27,422,6-12 in ,2,0.91,20.96450334,156.0987963,16.517759,726.04,0.879,173.8,0,0,,,,,,6.5,22,71.5,7.3,18.4,0.1,9.1,21.18297136,73.6,142.9,2107,844.66,11,1.59,19.42,13.78,2.3,1.97,115.48,,,,1.49,1.9,0.29,0.12,0.17
2023,tomatoes,38.59289,-122.0151,Rominger Brothers Farms,Rominger,Field 21,clay,27,431,0-6 in ,2.5,1.29,40.11757963,346.133103,23.80404199,1948.23,0.961,433.67,10.16,0,335.2863598,99.6767579,527.7586867,149.2446389,174.4814775,,,,6.7,19.6,0.14,9.214285714,17.59671654,139.1,229.8,2286,886.42,11.3,1.35,25.89,18.12,3.1,3.47,50.28,12.6,35.9,51.5,1.1,1.17,0.31,0.12,0.19
2023,tomatoes,38.59289,-122.0151,Rominger Brothers Farms,Rominger,Field 21,clay,27,432,6-12 in ,2.4,0.98,21.19086863,186.5615558,13.97728971,1672.2,1.476,407.82,230.11,45.98,,,,,,14.3,23.8,62,7,20.5,0.11,8.909090909,7.808701051,81.4,141.4,2335,967.93,10.5,1.13,22.09,13.98,2.82,2.05,97.09,,,,1.28,1.5,0.29,0.13,0.16
2023,tomatoes,38.59289,-122.0151,Rominger Brothers Farms,Rominger,Field 21,clay,27,441,0-6 in ,2.3,1.01,32.49505069,335.6920747,32.57327131,3012.79,1.364,694.72,329.95,24.74,246.7767857,82.46837828,227.7103267,172.9190636,139.3690221,,,,7.1,18.1,0.12,8.416666667,30.11937645,127.6,204.4,2325,692.45,10,1.2,16.27,15.55,2.55,2.37,45.03,16.2,36.2,47.6,1.26,0.56,0.29,0.11,0.18
2023,tomatoes,38.59289,-122.0151,Rominger Brothers Farms,Rominger,Field 21,clay,27,442,6-12 in ,2.2,0.79,34.90232186,280.2281779,14.61777266,2461.23,1.358,537.97,179.57,20.02,,,,,,13.8,46.8,39.4,7,17.5,0.09,8.777777778,27.03568999,112.4,174.7,2231,675.32,9.6,1.25,17.01,18.44,2.75,2.1,54.78,,,,1.33,0.96,0.29,0.11,0.18
2023,tomatoes,38.76842,-121.7316,Muller Ag,Muller,Field 219,clay loam,25,451,0-6 in ,2.6,1.31,31.33541826,192.9910609,18.84713352,1099.39,1.388,208.38,84.01,10.15,197.5199536,47.936396,94.35011206,126.9139899,85.32725327,,,,7.4,19.9,0.15,8.733333333,19.26461442,45,128.2,1916,1162.15,10.6,2.47,16.76,10.22,2,1.39,76.29,34.2,28.3,37.6,1.23,0.5,0.25,0.11,0.14
2023,tomatoes,38.76842,-121.7316,Muller Ag,Muller,Field 219,clay loam,25,452,6-12 in ,2.3,1.04,31.48629577,146.6156525,12.31739829,1291.51,1.387,287.56,148.13,28.12,,,,,,19.2,19.8,61,7.9,21.2,0.1,10.4,12.6421741,19.4,98.2,2027,1236.62,11.8,2.82,18.49,7.17,1.88,0.95,117.74,,,,1.41,1.1,0.27,0.12,0.15
2023,tomatoes,38.76842,-121.7316,Muller Ag,Muller,Field 219,clay,25,461,0-6 in ,3.4,1.63,41.35684586,361.974768,21.20965083,3359.48,1.448,648.12,392.57,50.51,214.2134964,52.72345115,77.77126458,144.2858763,60.20909796,,,,7.4,25.1,0.15,10.86666667,18.46177496,47.8,163.8,2489,1421.26,10.1,2.75,20.73,11.54,2.82,1.55,86.82,12.1,34.4,53.6,1.29,0.67,0.32,0.16,0.16
2023,tomatoes,38.76842,-121.7316,Muller Ag,Muller,Field 219,clay,25,462,6-12 in ,3.2,1.36,39.20801197,125.738008,10.6028586,2290.56,1.473,470.82,328.45,84.12,,,,,,15.7,27.9,56.4,7.9,25.8,0.13,10.46153846,11.19244162,38.2,124.7,2530,1469.86,9.9,2.5,25.39,8.17,2.82,1.5,125.95,,,,1.31,2.88,0.32,0.17,0.15
2023,tomatoes,38.76842,-121.7316,Muller Ag,Muller,Field 219,clay loam,25,471,0-6 in ,2.4,1.22,38.58051171,253.3523649,16.65187274,1898.98,1.364,323.3,264.38,26.62,136.9434346,32.90049679,76.60349966,97.19651098,67.3901915,,,,7.5,18.2,0.19,6.421052632,26.42483955,49.7,108.2,1753,1056.77,13.6,3.14,16.21,10.44,1.72,1.43,87.93,40.2,24.3,35.5,1.39,0.59,0.23,0.1,0.13
2023,tomatoes,38.76842,-121.7316,Muller Ag,Muller,Field 219,clay loam,25,472,6-12 in ,2.1,1.03,28.95486514,118.9905568,12.60876286,1220.28,1.447,219,116.85,79.52,,,,,,33.3,45.1,21.5,7.8,18.7,0.1,10.3,20.12026211,35.6,86.6,1806,1060.9,10.4,2.06,22.06,7.43,1.73,1.53,129.68,,,,1.11,0.83,0.24,0.1,0.14
2023,tomatoes,38.71336,-121.8346,Muller Ag,Muller,Field 84,silty clay,26,481,0-6 in ,4.7,2.53,56.75546626,396.6380543,32.38760901,2023.92,1.282,419.72,54.13,14.06,212.7792085,78.88921612,136.8043547,266.6730804,65.79784548,,,,7.2,21,0.28,9.035714286,72.07533096,446.9,987.9,2269,826.2,21.9,4.51,27.88,13.23,3.03,11.58,56.51,4.7,48.5,46.8,1.32,1,0.4,0.21,0.19
2023,tomatoes,38.71336,-121.8346,Muller Ag,Muller,Field 84,silty clay,26,482,6-12 in ,3.6,1.88,61.605667,332.9122843,22.88428559,1991.63,1.151,554.35,40.03,14.33,,,,,,21.2,51.5,27.3,7.4,19.8,0.19,9.894736842,41.60124366,393.6,598.7,2124,875.96,23.9,3.38,31.1,7.62,3.01,8.73,76.78,,,,1.36,1.64,0.37,0.17,0.2
2023,tomatoes,38.71336,-121.8346,Muller Ag,Muller,Field 84,silty clay,26,491,0-6 in ,4.3,2.31,37.36499289,312.3737871,24.66735369,1843.86,1.257,355.13,32.1,11.2,259.5624988,54.95128008,88.62995828,197.2058325,44.06453593,,,,7.4,22.1,0.24,9.625,56.23034693,387.8,779.9,2466,886.48,26.8,4.54,24.61,12.37,3.01,9.93,78.75,4.7,44.5,50.8,1.32,0.66,0.37,0.18,0.19
2023,tomatoes,38.71336,-121.8346,Muller Ag,Muller,Field 84,silty clay,26,492,6-12 in ,3.7,1.92,66.34770663,284.034736,21.94378412,2010.12,1.339,579.89,64.99,12.46,,,,,,28.1,21.9,50,7.4,22.4,0.21,9.142857143,21.85337277,329,602.2,2488,959.3,21.6,3.34,31.49,7.78,3.26,9.35,93.91,,,,1.26,2.72,0.37,0.17,0.2
2023,tomatoes,38.71336,-121.8346,Muller Ag,Muller,Field 84,silty clay,26,501,0-6 in ,4.2,2.24,51.73177957,339.3596146,24.88599793,1571.24,1.253,309.25,29.53,12.05,289.5268782,62.16066655,96.18328994,190.6134997,59.29785985,,,,7.3,21.9,0.23,9.739130435,40.62314948,405.8,757.1,2424,897.89,25.7,4.49,24.33,10.27,2.84,9.38,80.98,4.7,44.5,50.8,1.11,1.29,0.38,0.18,0.2
2023,tomatoes,38.71336,-121.8346,Muller Ag,Muller,Field 84,silty clay,26,502,6-12 in ,3.3,1.55,52.01165191,276.0827437,22.61774325,1474.78,1.103,416.33,18.64,0,,,,,,7.8,4.7,87.5,7.4,19.5,0.16,9.6875,22.63499723,320.6,487.4,2158,853.2,24.7,3.44,29.73,7.61,2.96,8.26,89.37,,,,1.14,0.8,0.37,0.19,0.18
2023,tomatoes,38.592633,-121.982134,Rominger Brothers Farms,Rominger,Field 11,sandy clay loam,28,511,0-6 in ,2.9,1.14,20.39138603,229.0422937,29.44931891,1895.63,1.412,700.38,235.13,52.61,331.9221464,99.73069035,609.4658556,139.7843685,227.8006898,,,,6.8,22.4,0.12,9.5,46.02183602,40,291.6,2580,1017.57,6.4,2.41,21.37,23.09,2.93,1.87,65.93,56,14.2,29.9,1.13,1.74,0.31,0.13,0.18
2023,tomatoes,38.592633,-121.982134,Rominger Brothers Farms,Rominger,Field 11,sandy clay loam,28,512,6-12 in ,2.8,0.84,48.21570583,308.5778574,18.31181327,1350,1.345,563.45,112.43,30.64,,,,,,12.8,29.8,57.5,7,19.9,0.1,8.4,71.78826533,39.3,216.1,2275,928.3,6.2,2.17,20.57,28.93,2.46,1.58,60.58,,,,1.35,2.13,0.33,0.13,0.2
2023,tomatoes,38.592633,-121.982134,Rominger Brothers Farms,Rominger,Field 11,clay,28,521,0-6 in ,2.8,0.99,37.03424009,338.4157023,28.27378456,2402.7,1.417,971.08,281.32,81.14,400.2517889,124.046106,691.4978075,169.3742232,264.9982378,,,,6.8,20.7,0.11,9,30.59528193,54.5,247.9,2366,955.42,6.8,2.47,21.38,21.38,3.16,2.12,68.36,,,,1.11,1.5,0.29,0.13,0.16
2023,tomatoes,38.592633,-121.982134,Rominger Brothers Farms,Rominger,Field 11,clay,28,522,6-12 in ,2.4,0.74,21.77596949,115.5570709,10.31955772,2514.73,1.444,912.35,322.47,165.08,,,,,,49.5,30.5,20,7.1,20.6,0.08,9.25,59.48459346,23.8,157.2,2326,984.56,3.8,2.2,22.86,18.06,2.17,1.35,83.85,,,,1.5,2.56,,,
2023,tomatoes,38.592633,-121.982134,Rominger Brothers Farms,Rominger,Field 11,clay,28,531,0-6 in ,3,1.22,63.9499148,364.5161114,41.8554127,3023.28,1.376,1313.3,281.03,84.38,286.2387834,66.30164076,512.7477,164.2395177,124.3583931,,,,6.6,21.7,0.13,9.384615385,79.86605491,54,303.8,2497,980.28,6.6,2.19,22.8,32.99,3.09,1.97,59.45,17.8,30.4,51.9,1.29,1.53,0.28,0.13,0.15
2023,tomatoes,38.592633,-121.982134,Rominger Brothers Farms,Rominger,Field 11,clay,28,532,6-12 in ,2.6,0.72,38.30996474,186.0763251,10.80948916,1854.07,1.419,656.78,193.07,58.61,,,,,,23,30,47,6.9,20.5,0.08,9,44.22203329,22.4,197.6,2333,962.12,5.1,1.92,23.75,26.26,2.45,1.63,72.55,,,,1.42,2.9,0.3,0.13,0.17
2023,tomatoes,38.55918,-121.9306,Button and Turkovich,Turkovich,Field 44,clay,22,571,0-6 in ,2.5,1.16,33.36092097,269.5259079,17.03710613,1844.49,1.172,457.48,36.33,15.32,220.8720073,41.91440113,156.2249167,246.390979,67.54137905,,,,7.5,26.5,0.12,9.666666667,18.18443043,20.7,274.8,3494,980.68,99.2,1.97,20.42,11.94,2.46,1.05,43.45,,,,1.1,1.88,0.3,0.15,0.15
2023,tomatoes,38.55918,-121.9306,Button and Turkovich,Turkovich,Field 44,clay,22,572,6-12 in ,2.3,1.08,29.35950603,282.2493591,23.85352386,2218.65,1.173,446.74,31.75,14.05,,,,,,20.2,49.2,30.5,7.4,27.3,0.11,9.818181818,29.24196311,13.2,227.7,3539,1045.15,97.1,2.23,18.19,9.34,1.85,0.66,63.53,,,,1.35,1.75,0.33,0.15,0.18
2023,tomatoes,38.55918,-121.9306,Button and Turkovich,Turkovich,Field 44,clay,22,581,0-6 in ,2.1,1.04,21.28310554,198.6852312,20.43275419,699.81,0.876,238.38,0,0,353.7342121,94.99657582,316.9525964,274.9207465,205.3102717,,,,7.5,23.2,0.11,9.454545455,27.21473359,14.4,210.4,2828,998.23,30.3,1.68,18.67,11,2.06,0.78,48.24,16.3,28,55.7,1.3,1.08,0.3,0.13,0.17
2023,tomatoes,38.55918,-121.9306,Button and Turkovich,Turkovich,Field 44,clay,22,582,6-12 in ,2,0.88,14.8714322,165.473996,25.31105897,1644.45,1.161,297.52,13.82,0,,,,,,16.8,37.2,46,7.5,24.5,0.09,9.777777778,17.57256038,6.5,161.1,2914,1101.88,20.7,1.73,18.61,10.71,1.98,0.63,73.82,,,,1.45,1.34,0.29,0.13,0.16
2023,tomatoes,38.55918,-121.9306,Button and Turkovich,Turkovich,Field 44,clay,22,591,0-6 in ,2.6,1.22,28.17263643,266.9747221,21.8747026,1015.56,1.166,227.39,13.85,4.63,324.0073079,19.53782842,67.06373255,90.62044713,29.99381299,,,,7.5,26,0.12,10.16666667,37.85919457,25.6,260.8,3236,1072.14,73.1,2.19,21.99,8.91,2.28,0.92,52.5,,,,1.15,1.21,0.32,0.14,0.18
2023,tomatoes,38.55918,-121.9306,Button and Turkovich,Turkovich,Field 44,clay,22,592,6-12 in ,2.4,0.96,27.67970863,236.5613567,20.79500411,1919.94,1.152,300.89,22.89,9.31,,,,,,27.8,37.7,34.5,7.4,25.3,0.1,9.6,31.13088563,9.2,205.1,3024,1120.02,43.3,2.11,25.3,11.66,2.55,0.87,80.43,,,,1.18,2.7,0.34,0.16,0.18
